COD_ETU,Note : TLMP3104,Résultat : TLMP3104,Session : TLMP3104,Année : TLMP3104,Note : TLMP3204,Résultat : TLMP3204,Session : TLMP3204,Année : TLMP3204,Note : TLMP3304,Résultat : TLMP3304,Session : TLMP3304,Année : TLMP3304,Note : TLMP3404,Résultat : TLMP3404,Session : TLMP3404,Année : TLMP3404,Note : TLMP3504,Résultat : TLMP3504,Session : TLMP3504,Année : TLMP3504,Note : TLMP3604,Résultat : TLMP3604,Session : TLMP3604,Année : TLMP3604,Note : TLMP3004,Résultat : TLMP3004,Session : TLMP3004,Année : TLMP3004,Note : TLMP4104,Résultat : TLMP4104,Session : TLMP4104,Année : TLMP4104,Note : TLMP4204,Résultat : TLMP4204,Session : TLMP4204,Année : TLMP4204,Note : TLMP4304,Résultat : TLMP4304,Session : TLMP4304,Année : TLMP4304,Note : TLMP4404,Résultat : TLMP4404,Session : TLMP4404,Année : TLMP4404,Note : TLMP4504,Résultat : TLMP4504,Session : TLMP4504,Année : TLMP4504,Note : TLMP4604,Résultat : TLMP4604,Session : TLMP4604,Année : TLMP4604,Note : TLMP4004,Résultat : TLMP4004,Session : TLMP4004,Année : TLMP4004
12012705,10,V,2,2014,11,V,1,2013,,,,,11,V,2,2013,14.4,V,1,2012,,,,,10,V,2,2014,.5,NV,2,2019,10,V,2,2019,10,V,2,2019,10,V,2,2019,8,AC,2,2014,8,AC,2,2014,7.75,NV,2,2019
13011344,10,V,2,2018,7.4,AC,2,2018,10,V,2,2018,10,V,2,2016,10,V,2,2016,12625,V,1,2015,10004,V,2,2018,7.5,AC,2,2019,10.6,V,1,2015,10,V,2,2018,10,V,1,2019,11.8,V,1,2016,10,V,2,2017,9983,AC,2,2019
13015044,10,V,2,2015,8,AC,2,2017,10,V,2,2017,12,V,1,2016,10,V,2,2013,10,V,1,2016,10,V,2,2017,7.25,AC,2,2019,10.6,V,1,2016,10,V,2,2015,10,V,2,2019,10,V,2,2017,10,V,2,2015,9642,AC,2,2019
14000175,10,V,2,2018,7,AC,2,2019,10,V,2,2017,11375,V,1,2016,10,V,2,2017,10625,V,1,2015,9833,AC,2,2019,10,V,2,2017,10.7,V,1,2016,10,V,2,2017,10,V,2,2016,10.85,V,1,2015,11,V,1,2016,10425,V,2,2017
14000627,10,V,2,2018,10,V,2,2018,11.8,V,1,2017,12,V,1,2016,10.9,V,1,2018,10,V,1,2017,10783,V,2,2018,8.5,AC,2,2019,10,V,2,2019,14,V,1,2019,10,V,2,2019,11.1,V,1,2018,16,V,1,2019,11.6,V,2,2019
14004740,10,V,2,2019,0,NRA,1,2019,10,V,2,2019,10.8,V,1,2018,8,NV,2,2019,10,V,1,2016,8133,NV,2,2019,8.5,AC,2,2019,7,AC,2,2019,14.4,V,1,2018,10,V,1,2018,10,V,2,2017,12,V,1,2019,10317,V,2,2019
14005265,10,V,2,2018,7.4,AC,2,2019,10,V,2,2017,15.25,V,1,2015,7,AC,2,2019,10625,V,1,2015,10046,V,2,2019,12.75,V,1,2019,10,V,1,2018,12,V,1,2019,10,V,2,2019,12,V,1,2019,11,V,1,2019,11292,V,2,2019
14006139,10,V,2,2018,10,V,1,2019,10,V,2,2018,10,V,2,2018,10,V,2,2018,10.5,V,1,2016,10083,V,1,2019,8.5,AC,2,2019,10.85,V,1,2018,14,V,1,2019,10,V,2,2019,12.5,V,1,2019,10,V,2,2018,10975,V,2,2019
14006708,2,NRA,1,2019,1.6,NRA,1,2019,1.9,NRA,1,2019,10,V,2,2018,2.25,NRA,1,2019,10,V,2,2018,4625,NV,2,2019,9,AC,2,2019,10,V,2,2019,16,V,1,2019,9,AC,2,2019,10,V,2,2019,10,V,2,2019,10667,V,2,2019
15000193,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,10,V,2,2016,10,V,2,2016,14.5,V,1,2016,5.75,NV,2,2019,0,NV,2,2019,0,NV,2,2019,,,,,,,,,0,NV,2,2019,0,NV,2,2019,,,1,2019
15000261,10,V,2,2017,7,AC,2,2019,7.5,AC,2,2019,10,V,2,2017,10,V,2,2017,14,V,1,2017,9.75,AC,2,2019,10,V,2,2018,10,V,1,2017,10.15,V,1,2017,11125,V,1,2018,14.5,V,1,2018,10,V,2,2018,10963,V,2,2018
15000262,10,V,2,2017,11.1,V,1,2018,10,V,2,2017,10875,V,1,2016,10,V,2,2017,10,V,2,2017,10329,V,1,2018,7,AC,2,2019,10,V,1,2018,18,V,1,2019,10,V,1,2019,10875,V,1,2016,10,V,2,2018,10979,V,2,2019
15000272,10,V,2,2018,0,NRA,1,2019,3.4,NRA,1,2019,1.2,NRA,1,2019,12.85,V,1,2018,11,V,1,2018,6408,NV,2,2019,,,,,0,NV,2,2019,,,,,0,NV,2,2019,11275,V,1,2017,0,NV,2,2019,,,1,2019
15000304,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,10,V,2,2016,1667,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
15000339,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,12625,V,1,2017,10.8,V,1,2017,15,V,1,2016,6404,NV,2,2019,0,NV,2,2019,10,V,2,2016,0,NV,2,2019,0,NV,2,2019,15.95,V,1,2016,0,NV,2,2019,4325,NV,2,2019
15000862,10,V,2,2017,7,AC,2,2018,10,V,2,2018,10,V,1,2017,13.8,V,1,2017,11.75,V,1,2016,10425,V,2,2018,10,V,2,2019,10,V,2,2016,14,V,1,2019,11,V,1,2017,13025,V,1,2017,10.05,V,1,2017,11346,V,2,2019
15001042,0,NRA,1,2019,0,NRA,1,2019,10,V,2,2018,0,NRA,1,2019,0,NRA,1,2019,14.5,V,1,2018,4083,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
15001093,7.75,AC,2,2016,10,V,1,2016,9.2,AC,2,2016,10,V,2,2016,9.05,AC,2,2016,14,V,1,2016,10,V,2,2016,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,16875,V,1,2016,0,NV,2,2019,2813,NV,2,2019
15001403,10,V,2,2018,12.42,V,1,2018,8,AC,2,2018,10,V,2,2017,10.1,V,1,2018,11.75,V,1,2016,10378,V,2,2018,10,V,2,2019,10,V,2,2018,15.2,V,1,2018,10,V,2,2019,10875,V,1,2018,11.4,V,1,2018,11246,V,2,2019
15001753,10,V,2,2018,10,V,2,2018,10,V,2,2018,10.25,V,1,2017,10,V,2,2017,10,V,1,2016,10042,V,2,2018,7,AC,2,2019,10.6,V,1,2017,11,V,1,2019,10,V,2,2019,11.7,V,1,2016,12,V,1,2019,10383,V,2,2019
15002395,,,,,0,NRA,1,2019,0,NRA,1,2019,10,V,2,2017,0,NRA,1,2019,0,NRA,1,2019,,,1,2019,,,,,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,13.05,V,1,2016,0,NV,2,2019,,,1,2019
15002444,10,V,2,2018,10,V,2,2018,10.1,V,1,2018,.4,NRA,1,2019,10,V,2,2018,11,V,1,2016,8583,NV,2,2019,10,V,2,2018,10,V,2,2018,10,V,2,2018,11,V,1,2019,14075,V,1,2017,11.1,V,1,2016,11029,V,1,2019
15002547,0,NRA,1,2019,0,NRA,1,2019,10.1,V,1,2017,10,V,2,2017,0,NRA,1,2019,11375,V,1,2017,5246,NV,2,2019,0,NV,2,2019,10.25,V,1,2017,10,V,2,2017,0,NV,2,2019,13.2,V,1,2016,0,NV,2,2019,5575,NV,2,2019
15003217,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,10,V,1,2017,12.25,V,1,2017,3708,NV,2,2019,0,NV,2,2019,0,NV,2,2019,,,,,,,,,0,NV,2,2019,0,NV,2,2019,,,1,2019
15003319,12.11,V,1,2018,10,V,2,2019,10.1,V,1,2019,10,V,2,2017,10,V,1,2018,13.5,V,1,2016,10952,V,2,2019,10,V,2,2019,10.4,V,1,2019,13,V,1,2019,,,,,13.14,V,1,2019,,,,,,,1,2019
15004360,10,V,2,2019,7,AC,2,2019,10.3,V,1,2019,10.15,V,1,2019,10.05,V,1,2018,13.75,V,1,2017,10208,V,2,2019,8.5,AC,2,2019,10,V,2,2017,9,AC,2,2019,12,V,1,2019,14.29,V,1,2019,10,V,2,2017,10632,V,2,2019
15005352,10,V,2,2017,0,NRA,1,2019,13.8,V,1,2017,10,V,1,2016,11.6,V,1,2017,13.25,V,1,2016,9775,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,16525,V,1,2016,0,NV,2,2019,2754,NV,2,2019
15005628,0,NRA,1,2019,10,V,2,2018,0,NRA,1,2019,10,V,2,2016,2,NRA,1,2019,15.75,V,1,2016,6292,NV,2,2019,,,,,10,V,2,2019,,,,,,,,,10,V,2,2019,10,V,2,2019,,,1,2019
15005660,12.25,V,1,2018,13.3,V,1,2018,10,V,2,2017,7,AC,2,2018,10,V,2,2018,13,V,1,2017,10925,V,2,2018,10,V,2,2019,10,V,2,2018,10,V,2,2018,10.5,V,1,2019,10.35,V,1,2018,10,V,1,2018,10142,V,2,2019
15006164,10,V,2,2018,2.2,NRA,1,2019,6,NV,2,2019,3.3,NRA,1,2019,9312,NV,2,2019,13.5,V,1,2016,7385,NV,2,2019,7,AC,2,2019,13.5,V,1,2019,19,V,1,2019,11,V,1,2019,10,V,2,2019,10,V,1,2019,11.75,V,2,2019
15006442,12,V,1,2016,7.9,AC,2,2018,9.3,AC,2,2018,15.25,V,1,2016,7.4,AC,2,2018,10,V,2,2016,10308,V,2,2018,10,V,2,2018,11.7,V,1,2018,0,NV,2,2019,13.45,V,1,2017,12125,V,1,2017,0,NV,2,2019,7879,NV,2,2019
16000070,10,V,2,2019,10,V,2,2019,10,V,1,2019,10,V,2,2019,12888,V,1,2019,12.5,V,1,2017,10898,V,2,2019,10,V,2,2019,14.9,V,1,2019,12,V,1,2019,10,V,1,2019,16.6,V,1,2018,11,V,1,2019,12417,V,2,2019
16000138,10,V,2,2019,10,V,1,2019,13.6,V,1,2019,10,V,1,2019,10208,V,1,2019,13.5,V,1,2017,11218,V,2,2019,14,V,1,2019,11.05,V,1,2019,10,V,2,2018,10875,V,1,2018,12125,V,1,2018,13.6,V,1,2018,11942,V,1,2019
16000437,13.3,V,1,2018,10,V,2,2018,10.7,V,1,2018,10,V,2,2017,10.6,V,1,2017,13.25,V,1,2017,11308,V,2,2018,10.03,V,1,2019,10,V,2,2018,14,V,1,2019,10,V,2,2019,13125,V,1,2017,14.3,V,1,2018,11909,V,2,2019
16000468,10,V,1,2019,10,V,1,2019,10,V,2,2018,10,V,2,2017,10,V,2,2018,15,V,1,2017,10833,V,1,2019,10025,V,1,2018,11.2,V,1,2018,9.2,AC,2,2018,10,V,1,2018,10625,V,1,2017,10,V,2,2018,10175,V,2,2018
16000511,,,,,5,NV,2,2019,6.2,NV,2,2019,1.7,NRA,1,2019,6.85,NV,2,2019,10,V,2,2019,,,1,2019,,,,,,,,,11,V,1,2019,10,V,2,2019,14.2,V,1,2019,10,V,1,2019,,,1,2019
16000690,8,AC,2,2018,8.7,AC,2,2018,10.5,V,1,2018,10,V,2,2018,12.55,V,1,2018,13.5,V,1,2018,10542,V,2,2018,7,AC,2,2019,13.45,V,1,2018,14,V,1,2019,11.5,V,1,2019,10.9,V,1,2018,11,V,1,2019,11308,V,2,2019
16000707,10.38,V,1,2018,13.8,V,1,2018,10.8,V,1,2018,10,V,2,2018,11.4,V,1,2018,14625,V,1,2017,11834,V,2,2018,10.85,V,1,2018,11.05,V,1,2018,19,V,1,2019,10,V,2,2019,14.45,V,1,2018,10,V,2,2018,12558,V,2,2019
16000767,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,15.5,V,1,2017,0,NRA,1,2019,11,V,1,2017,4417,NV,2,2019,,,,,,,,,,,,,,,,,0,NV,2,2019,0,NV,2,2019,,,1,2019
16000775,10,V,2,2019,1.6,NRA,1,2019,7,NV,2,2019,12,V,1,2017,10,V,1,2018,10.25,V,1,2017,8475,NV,2,2019,13,V,1,2019,14,V,1,2019,10,V,2,2019,8,AC,2,2019,11.6,V,1,2018,10,V,2,2018,11.1,V,2,2019
16000800,10,V,2,2018,11.8,V,1,2018,10.5,V,1,2018,10.8,V,1,2018,10,V,2,2017,13.75,V,1,2017,11142,V,2,2018,10,V,2,2018,12,V,1,2019,10.6,V,1,2018,10,V,2,2019,10,V,2,2017,10.95,V,1,2017,10592,V,2,2019
16000863,10,V,2,2018,11.2,V,1,2019,11.2,V,1,2019,10,V,2,2018,12162,V,1,2019,11.5,V,1,2018,11.01,V,1,2019,10.5,V,1,2019,10.45,V,1,2018,14,V,1,2019,14,V,1,2019,16825,V,1,2018,14,V,1,2019,13296,V,1,2019
16000869,8,AC,2,2019,10,V,2,2019,12,V,1,2018,10,V,2,2017,10,V,2,2019,12.5,V,1,2018,10417,V,2,2019,10,V,2,2019,17.5,V,1,2019,13,V,1,2019,10,V,1,2019,12.8,V,1,2018,10.6,V,1,2018,12317,V,2,2019
16000880,10,V,2,2019,10,V,2,2019,10,V,2,2018,10,V,2,2017,10,V,2,2019,16,V,1,2017,11,V,2,2019,7,AC,2,2019,12.6,V,1,2019,12.2,V,1,2018,10875,V,1,2018,15.43,V,1,2019,10,V,2,2018,11351,V,2,2019
16000888,11245,V,1,2018,10,V,2,2018,10,V,2,2018,10,V,2,2017,9.4,AC,2,2018,11.5,V,1,2018,10358,V,2,2018,13225,V,1,2019,11.6,V,1,2019,18,V,1,2019,10,V,1,2019,12.85,V,1,2017,11875,V,1,2019,12925,V,1,2019
16000909,10,V,2,2019,10,V,1,2019,7.6,NV,2,2019,3.3,NRA,1,2019,10576,V,1,2019,11,V,1,2018,8746,NV,2,2019,,,,,15.9,V,1,2019,12,V,1,2019,,,,,17.1,V,1,2019,10,V,1,2019,,,1,2019
16000914,.5,NRA,1,2019,10,V,2,2018,2.6,NRA,1,2019,1.8,NRA,1,2019,2926,NRA,1,2019,0,NRA,1,2019,2971,NV,2,2019,0,NV,2,2019,10,V,2,2018,0,NV,2,2019,0,NV,2,2019,13.25,V,1,2018,0,NV,2,2019,3875,NV,2,2019
16000924,8.5,AC,2,2018,8.3,AC,2,2018,8.8,AC,2,2018,9.7,AC,2,2018,10,V,2,2018,14.75,V,1,2017,10008,V,2,2018,11.25,V,1,2019,12.1,V,1,2018,10,V,2,2018,13.25,V,1,2018,10.75,V,1,2017,10,V,2,2017,11225,V,1,2019
16000937,10,V,1,2019,7,AC,2,2019,10,V,1,2019,10,V,2,2018,11.8,V,1,2019,10,V,2,2017,9.8,AC,2,2019,10,V,2,2019,9.6,AC,2,2019,12,V,1,2019,12.25,V,1,2018,10475,V,1,2018,10,V,1,2018,10721,V,2,2019
16000956,.5,NRA,1,2019,10,V,1,2018,10.2,V,1,2018,10,V,2,2017,10.55,V,1,2018,13,V,1,2017,9042,NV,2,2019,14.5,V,1,2019,13.2,V,1,2019,10,V,1,2019,8,AC,2,2019,14.86,V,1,2019,15,V,1,2019,12593,V,2,2019
16001125,10,V,2,2019,10.2,V,1,2018,5.7,NV,2,2019,2.6,NRA,1,2019,8.05,NV,2,2019,13.5,V,1,2018,8342,NV,2,2019,,,,,,,,,14,V,1,2019,11.5,V,1,2019,14.2,V,1,2019,13,V,1,2019,,,1,2019
16001272,10,V,2,2018,10,V,2,2018,10.3,V,1,2017,11,V,1,2017,10,V,2,2018,11.5,V,1,2017,10467,V,2,2018,10,V,2,2018,10,V,2,2018,14,V,1,2019,13,V,1,2019,14825,V,1,2018,10,V,1,2018,11971,V,1,2019
16001976,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,12.5,V,1,2017,0,NRA,1,2019,11,V,1,2017,3917,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
16002010,8.5,AC,2,2019,10,V,2,2019,10.2,V,1,2019,13.5,V,1,2019,7.08,AC,2,2019,13,V,1,2018,10.38,V,2,2019,10,V,1,2019,11.4,V,1,2019,11,V,1,2019,8,AC,2,2019,13.14,V,1,2019,10,V,2,2018,10.59,V,2,2019
16002017,10,V,2,2018,9.9,AC,2,2018,10,V,2,2018,10.5,V,1,2017,7.6,AC,2,2018,12,V,1,2017,10,V,2,2018,10,V,2,2018,10,V,2,2018,12,V,1,2019,9,AC,2,2019,10.1,V,1,2017,10,V,2,2018,10183,V,2,2019
16002030,8.5,AC,2,2019,10.04,V,1,2019,10.1,V,1,2019,10,V,2,2017,10.75,V,1,2018,13,V,1,2017,10398,V,2,2019,8,AC,2,2019,9,AC,2,2019,10,V,2,2019,8,AC,2,2019,12,V,1,2019,10,V,2,2019,9.5,AC,2,2019
16002204,8,AC,2,2018,10.1,V,1,2018,10,V,1,2018,10,V,2,2017,10.2,V,1,2018,15,V,1,2017,10.55,V,2,2018,10,V,2,2019,12.55,V,1,2018,10,V,2,2018,10,V,2,2018,13.25,V,1,2018,13,V,1,2017,11467,V,2,2019
16002213,10,V,1,2018,8,AC,2,2018,10,V,1,2018,10,V,2,2017,10,V,2,2018,12,V,1,2017,10,V,2,2018,10,V,2,2019,10.5,V,1,2018,10,V,2,2018,12.5,V,1,2019,13.55,V,1,2018,10,V,2,2018,11092,V,2,2019
16002215,10,V,2,2019,1,NRA,1,2019,7.4,NV,2,2019,1.8,NRA,1,2019,6,NV,2,2019,12,V,1,2019,6367,NV,2,2019,,,,,15.5,V,1,2019,,,,,,,,,12.8,V,1,2019,11,V,1,2019,,,1,2019
16002217,10.5,V,1,2019,8,AC,2,2019,11.2,V,1,2019,10,V,1,2019,12,V,1,2019,12.25,V,1,2017,10658,V,2,2019,10.03,V,1,2019,11.8,V,1,2019,15,V,1,2019,17,V,1,2019,14.65,V,1,2018,15.4,V,1,2018,13.98,V,1,2019
16002643,11.35,V,1,2018,10,V,2,2018,10.1,V,1,2018,8.1,AC,2,2019,10,V,2,2018,10.5,V,1,2017,10008,V,2,2019,10,V,2,2019,10.25,V,1,2019,15,V,1,2019,9,AC,2,2019,17.71,V,1,2019,10,V,2,2019,11993,V,2,2019
16003433,10,V,2,2019,10.4,V,1,2019,12.1,V,1,2019,3.2,NRA,1,2019,7288,NV,2,2019,12.25,V,1,2019,9206,NV,2,2019,7,AC,2,2019,10.9,V,1,2019,11,V,1,2019,8,AC,2,2019,12.57,V,1,2019,12,V,1,2019,10245,V,2,2019
16004528,,,,,,,,,,,,,1,NRA,1,2019,,,,,13,V,1,2019,,,1,2019,9,NV,2,2019,14.4,V,1,2019,13,V,1,2019,,,,,14,V,1,2019,10,V,1,2019,,,1,2019
16007410,10,V,2,2019,,,,,.6,NRA,1,2019,12.25,V,1,2017,4088,NRA,1,2019,11125,V,1,2019,,,1,2019,7,NV,2,2019,12.4,V,1,2019,,,,,,,,,15.14,V,1,2019,10,V,2,2019,,,1,2019
16007485,11245,V,1,2018,10,V,2,2018,10.8,V,1,2018,10,V,2,2018,10,V,2,2017,13.75,V,1,2017,10966,V,2,2018,4.75,NV,2,2019,10,V,2,2018,0,NV,2,2019,10,V,1,2018,11.7,V,1,2018,13,V,1,2018,8242,NV,2,2019
16008484,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,12.25,V,1,2018,2042,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,15.1,V,1,2017,0,NV,2,2019,2517,NV,2,2019
17001640,10,V,1,2019,8.3,NV,2,2019,8.6,NV,2,2019,5.9,NV,2,2019,9176,NV,2,2019,10,V,2,2018,8663,NV,2,2019,7,AC,2,2019,14.4,V,1,2019,19,V,1,2019,11.5,V,1,2019,16.5,V,1,2019,18,V,1,2019,14.4,V,2,2019
17001680,10,V,2,2019,7,AC,2,2019,10,V,2,2019,10.9,V,1,2019,9812,AC,2,2019,14.5,V,1,2018,10369,V,2,2019,9,AC,2,2019,10,V,1,2018,11,V,1,2019,13,V,1,2019,15.4,V,1,2018,13,V,1,2019,11.9,V,2,2019
17002476,10,V,1,2019,2.2,NRA,1,2019,3,NRA,1,2019,7,NV,2,2019,11018,V,1,2019,10,V,1,2018,7203,NV,2,2019,,,,,0,NV,2,2019,,,,,0,NV,2,2019,11.75,V,1,2018,0,NV,2,2019,,,1,2019
17002808,8.5,AC,2,2019,10,V,2,2019,11.3,V,1,2019,10,V,1,2019,10034,V,1,2019,12.75,V,1,2018,10431,V,2,2019,10,V,2,2019,10,V,2,2018,11,V,1,2019,8,AC,2,2019,13.1,V,1,2018,11,V,1,2019,10517,V,2,2019
17003807,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,,,,,11.5,V,1,2018,,,1,2019,,,,,0,NV,2,2019,0,NV,2,2019,,,,,0,NV,2,2019,0,NV,2,2019,,,1,2019
17004014,10.25,V,1,2019,7,AC,2,2019,10.1,V,1,2019,10,V,2,2018,13268,V,1,2019,14.75,V,1,2018,10895,V,2,2019,8,AC,2,2019,10.15,V,1,2018,10,V,1,2019,14,V,1,2019,11875,V,1,2018,10,V,1,2019,10671,V,2,2019
17004057,11375,V,1,2019,11,V,1,2019,13,V,1,2019,11.2,V,1,2018,14.35,V,1,2019,15.5,V,1,2018,12738,V,1,2019,10,V,2,2018,13.25,V,1,2019,14,V,1,2019,11.72,V,1,2019,14.95,V,1,2018,12,V,1,2019,12653,V,1,2019
17004805,13.5,V,1,2019,11.8,V,1,2019,12.4,V,1,2019,11.9,V,1,2019,14312,V,1,2019,14.25,V,1,2019,13027,V,1,2019,10,V,2,2019,14.2,V,1,2019,16,V,1,2019,14,V,1,2019,18.29,V,1,2019,17,V,1,2019,14915,V,2,2019
17004819,12.11,V,1,2018,8,AC,2,2019,8,AC,2,2019,7,AC,2,2019,15.2,V,1,2019,14,V,1,2018,10718,V,2,2019,8.5,AC,2,2019,12.4,V,1,2019,13,V,1,2019,13,V,1,2019,14.29,V,1,2019,10,V,2,2019,11865,V,2,2019
17004835,10,V,2,2019,10,V,1,2019,10.05,V,1,2019,10.8,V,1,2019,11.5,V,1,2018,13.5,V,1,2018,10975,V,2,2019,10,V,2,2019,14.8,V,1,2019,10,V,2,2018,14,V,1,2019,16.95,V,1,2018,10,V,2,2018,12625,V,2,2019
17004863,8,NV,2,2019,10,V,1,2019,10,V,1,2019,3.8,NRA,1,2019,10,V,2,2019,14.5,V,1,2019,9383,NV,2,2019,4.75,NV,2,2019,14.7,V,1,2019,10,V,1,2019,0,NV,2,2019,15.43,V,1,2019,10,V,1,2019,9147,NV,2,2019
